iteracao,index,views,tabelas_temporarias,operacao,variacao,tempo
9,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,766155"
10,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,73678613"
11,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,68305588"
12,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,64393973"
13,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,96825457"
14,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,76988769"
15,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,72349072"
16,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,92309809"
17,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,79984665"
18,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,66624188"
19,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,72974515"
20,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,90041232"
21,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,945822"
22,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,9701438"
23,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,90893626"
24,codigo_rua_numero/gist,0,0,dist_med_api,0,"21,02934456"
25,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,91372705"
26,codigo_rua_numero/gist,0,0,dist_med_api,0,"21,02272677"
27,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,68393755"
28,codigo_rua_numero/gist,0,0,dist_med_api,0,"21,23612809"
29,codigo_rua_numero/gist,0,0,dist_med_api,0,"20,9391253"
0,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,81853485"
1,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,69972587"
2,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,96504807"
3,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,80825877"
4,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,71140766"
5,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,89226961"
6,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,847018"
7,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,82260752"
8,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,81276441"
9,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,94384074"
10,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,91738677"
11,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,80640674"
12,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,18508816"
13,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,1234324"
14,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,29648185"
15,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,90573668"
16,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,53849387"
17,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,43705893"
18,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,15335107"
19,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,05204487"
20,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,56797528"
21,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,50726604"
22,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,04012442"
23,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,8167212"
24,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"51,08313823"
25,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,46959233"
26,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,77445292"
27,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,82422376"
28,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,71905303"
29,codigo_rua_numero/gist,0,0,dist_max_pt_med,0,"50,44374037"
0,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,05506301"
1,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,16174579"
2,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,08735394"
3,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,00085926"
4,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,14448404"
5,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,8684423"
6,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,97540259"
7,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,86921549"
8,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,98306823"
9,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,03891587"
10,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,01625609"
11,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,09237337"
12,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,89421296"
13,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,06020784"
14,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,31638193"
15,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,24197483"
16,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,32927775"
17,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,42280698"
18,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,94171953"
19,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,87748957"
20,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,68307185"
21,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,99964619"
22,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,97719169"
23,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,99584913"
24,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,89654326"
25,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,01909804"
26,codigo_rua_numero/gist,0,0,dist_max_api,0,"22,65621209"
27,codigo_rua_numero/gist,0,0,dist_max_api,0,"22,35795665"
28,codigo_rua_numero/gist,0,0,dist_max_api,0,"21,03804421"
29,codigo_rua_numero/gist,0,0,dist_max_api,0,"20,97425103"
0,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,35787845"
1,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,88241005"
2,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,4232235"
3,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,80639935"
4,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,98662305"
5,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,00797749"
6,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,20689702"
7,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,18886256"
8,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,53104258"
9,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,14366102"
10,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,92387986"
11,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,41445947"
12,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,94407129"
13,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,09824538"
14,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,88275242"
15,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,14479303"
16,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,82853317"
17,codigo_rua_numero/gist,0,0,dist_pt_med,0,"45,52217197"
18,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,20027113"
19,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,30476665"
20,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,87385082"
21,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,68594503"
22,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,82911277"
23,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,97742581"
24,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,60669208"
25,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,818326"
26,codigo_rua_numero/gist,0,0,dist_pt_med,0,"44,70334601"
27,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,22867131"
28,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,33347082"
29,codigo_rua_numero/gist,0,0,dist_pt_med,0,"46,43509007"
0,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,95397782"
1,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,38609242"
2,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,07179236"
3,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,54630399"
4,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,02955103"
5,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,55314088"
6,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"26,88069034"
7,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"27,03689456"
8,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,34804726"
9,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,28734374"
10,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,42920423"
11,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,40044069"
12,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,3735621"
13,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,56914401"
14,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,3891995"
15,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,48419285"
16,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,46924782"
17,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,43365479"
18,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"25,15954995"
19,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,91534805"
20,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,3852942"
21,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,97584677"
22,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,44930124"
23,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,74281955"
24,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,45721054"
25,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,59271932"
26,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,65891314"
27,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,43044782"
28,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,30787945"
29,codigo_rua_numero/gist,0,0,pertinencia,ST_contains,"24,82032967"
0,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,70809841"
1,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,84452868"
2,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,31960607"
3,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,95327759"
4,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,64598584"
5,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,51366615"
6,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,42925406"
7,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,55204368"
8,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,50546122"
9,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,76642632"
10,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,60171199"
11,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,64807606"
12,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,70076275"
13,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,80169821"
14,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,81460905"
15,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,03289533"
16,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,16120458"
17,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,74926257"
18,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,54809189"
19,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,07372403"
20,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,77175355"
21,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,71965766"
22,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,05037999"
23,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,29131985"
24,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,88553166"
25,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,07108665"
26,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,76706195"
27,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,71589398"
28,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"25,10461259"
29,codigo_rua_numero/gist,0,0,pertinencia,ST_coveredby,"24,65726781"
0,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"103,4423699"
1,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"101,4099917"
2,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,460844"
3,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,1560292"
4,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"99,31089234"
5,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"99,44017076"
6,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"102,8605766"
7,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,6000023"
8,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,036798"
9,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,578537"
10,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,0226774"
11,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,1847167"
12,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,7165527"
13,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,484659"
14,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"101,9837382"
15,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"101,5337691"
16,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"98,6131444"
17,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"98,29076958"
18,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,8043215"
19,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,033428"
20,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,751672"
21,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,4962265"
22,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,1194186"
23,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,2026482"
24,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,570323"
25,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,1525145"
26,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,8688619"
27,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,6696856"
28,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"100,0522106"
29,codigo_rua_numero/gist,0,0,pertinencia,ST_disjoint,"99,76554751"
0,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,49622965"
1,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,4897449"
2,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,53998137"
3,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,60114431"
4,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,68979526"
5,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,99788427"
6,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,44781685"
7,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,43300009"
8,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,3302865"
9,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,25987673"
10,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,55769873"
11,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,80024076"
12,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,52326632"
13,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,37932539"
14,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,49437952"
15,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,7360878"
16,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,82064414"
17,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,4727962"
18,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,38399076"
19,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,56755877"
20,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,32466984"
21,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,65260792"
22,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,79694343"
23,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,37800813"
24,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,84771919"
25,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,68317771"
26,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,50638461"
27,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"24,63800812"
28,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"25,08427858"
29,codigo_rua_numero/gist,0,0,pertinencia,ST_intersects,"24,71583509"
0,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,81061745"
1,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,090734"
2,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,16023755"
3,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,03134322"
4,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,8385396"
5,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,76277733"
6,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,80003047"
7,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,71215701"
8,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,59892058"
9,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,6127367"
10,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,86355472"
11,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,75235748"
12,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,83328462"
13,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,93290949"
14,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,69105721"
15,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,95163703"
16,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,82361555"
17,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,77271962"
18,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,78909612"
19,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"28,42893696"
20,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,94001031"
21,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,67929268"
22,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,39872694"
23,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,61994767"
24,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"25,85464835"
25,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,83439279"
26,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,95610428"
27,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,7439003"
28,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,93085027"
29,codigo_rua_numero/gist,0,0,pertinencia,ST_within,"24,89695597"
0,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,57170582"
1,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,62713766"
2,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,61581898"
3,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,64131737"
4,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,56242371"
5,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,37203121"
6,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,62393904"
7,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,3084619"
8,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,60390711"
9,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,37540126"
10,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,56703115"
11,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,66405559"
12,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,51560473"
13,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,59774351"
14,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,6222918"
15,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,43714356"
16,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,64170551"
17,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,59755731"
18,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,85615611"
19,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,82710457"
20,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,81667352"
21,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,56405044"
22,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,6371069"
23,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,67710233"
24,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,84008551"
25,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,70416284"
26,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,63271236"
27,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,85024595"
28,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,68765092"
29,codigo_rua_numero/spgist,0,0,dist_med_api,0,"20,75089812"
0,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,7088213"
1,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,79073286"
2,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,09424067"
3,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,19780612"
4,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,1416986"
5,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,67334604"
6,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,98886585"
7,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,1524415"
8,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,31651664"
9,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,95869255"
10,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,07185674"
11,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,06836438"
12,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,24723053"
13,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,84521985"
14,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,84914088"
15,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,37874961"
16,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,11271906"
17,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,59547925"
18,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,97158456"
19,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,69426823"
20,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,61694241"
21,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,84709525"
22,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,92629647"
23,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,71471071"
24,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,35765266"
25,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,71055746"
26,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,38893175"
27,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,7886498"
28,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"50,37023234"
29,codigo_rua_numero/spgist,0,0,dist_max_pt_med,0,"49,75564599"
0,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,72263336"
1,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,54611206"
2,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,58376074"
3,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,627599"
4,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,73965478"
5,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,82617164"
6,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,7844696"
7,codigo_rua_numero/spgist,0,0,dist_max_api,0,"21,03198433"
8,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,86491132"
9,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,87059283"
10,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,9593606"
11,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,94655108"
12,codigo_rua_numero/spgist,0,0,dist_max_api,0,"22,09223533"
13,codigo_rua_numero/spgist,0,0,dist_max_api,0,"22,62688923"
14,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,77970648"
15,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,72268391"
16,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,73665357"
17,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,87796164"
18,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,69138932"
19,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,84839702"
20,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,64394116"
21,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,64119291"
22,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,89757204"
23,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,72001123"
24,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,70155263"
25,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,75646996"
26,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,62958479"
27,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,91559315"
28,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,98258805"
29,codigo_rua_numero/spgist,0,0,dist_max_api,0,"20,75823545"
0,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,2266326"
1,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,53461051"
2,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,64167738"
3,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,43653655"
4,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,61568069"
5,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,49775982"
6,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,29364419"
7,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,21128368"
8,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,36578536"
9,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,15417671"
10,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,0506444"
11,codigo_rua_numero/spgist,0,0,dist_pt_med,0,"44,35661483"
