iteracao,index,views,tabelas_temporarias,operacao,variacao,tempo
12,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"48,13396025"
13,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"48,13477063"
14,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,63394165"
15,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"48,33121347"
16,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,98215699"
17,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,23405361"
18,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,42513204"
19,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,68411446"
20,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"48,36737967"
21,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,30067182"
22,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"48,117275"
23,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,68295026"
24,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,8711679"
25,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,55071974"
26,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,31449103"
27,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,53412294"
28,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,48395133"
29,codigo_rua_numero/gist,1,0,dist_max_pt_med,0,"47,51693535"
0,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,75031114"
1,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,10502934"
2,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,13361239"
3,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,17367125"
4,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,03357768"
5,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,91689944"
6,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,08623528"
7,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,41694188"
8,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,99984813"
9,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,91695809"
10,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,15024638"
11,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,31690979"
12,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,1836195"
13,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,20037031"
14,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,26690555"
15,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,01692152"
16,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,16695929"
17,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,06695676"
18,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,98380733"
19,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,13373542"
20,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,06799889"
21,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,8338182"
22,codigo_rua_numero/gist,1,0,dist_max_api,0,"19,0002768"
23,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,83367372"
24,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,933635"
25,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,95002389"
26,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,88369918"
27,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,81691384"
28,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,91120458"
29,codigo_rua_numero/gist,1,0,dist_max_api,0,"18,9002645"
0,codigo_rua_numero/gist,1,0,dist_pt_med,0,"41,90072298"
1,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,25049424"
2,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,0759902"
3,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,45056534"
4,codigo_rua_numero/gist,1,0,dist_pt_med,0,"43,21728849"
5,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,9839642"
6,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,8339653"
7,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,31731987"
8,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,16732001"
9,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,26689315"
10,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,71715617"
11,codigo_rua_numero/gist,1,0,dist_pt_med,0,"41,91728067"
12,codigo_rua_numero/gist,1,0,dist_pt_med,0,"43,20054936"
13,codigo_rua_numero/gist,1,0,dist_pt_med,0,"41,85061836"
14,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,23392797"
15,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,03361583"
16,codigo_rua_numero/gist,1,0,dist_pt_med,0,"43,08408642"
17,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,25059438"
18,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,61740112"
19,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,45067549"
20,codigo_rua_numero/gist,1,0,dist_pt_med,0,"43,35055447"
21,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,36729002"
22,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,20158577"
23,codigo_rua_numero/gist,1,0,dist_pt_med,0,"42,60066271"
24,codigo_rua_numero/gist,1,0,dist_pt_med,0,"51,46584177"
25,codigo_rua_numero/gist,1,0,dist_pt_med,0,"67,15103436"
26,codigo_rua_numero/gist,1,0,dist_pt_med,0,"51,47328591"
27,codigo_rua_numero/gist,1,0,dist_pt_med,0,"51,86185122"
28,codigo_rua_numero/gist,1,0,dist_pt_med,0,"45,35252452"
29,codigo_rua_numero/gist,1,0,dist_pt_med,0,"47,28636408"
0,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"22,86691666"
1,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,10041595"
2,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,00038457"
3,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,63365293"
4,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,41701674"
5,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,91683555"
6,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"24,06701946"
7,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,2577889"
8,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,70961022"
9,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,43356323"
10,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,40034485"
11,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,1504612"
12,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,91689134"
13,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,31700659"
14,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"24,11685705"
15,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"24,26720858"
16,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,81650329"
17,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,63404107"
18,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,98366094"
19,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,68354082"
20,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,98377728"
21,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,60044169"
22,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,48363662"
23,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"24,05022979"
24,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,48668671"
25,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,20225072"
26,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,2120533"
27,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,33374071"
28,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,63354611"
29,codigo_rua_numero/gist,1,0,pertinencia,ST_contains,"23,08372521"
0,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,47664165"
1,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,95039725"
2,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,9503932"
3,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,3002286"
4,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,15011048"
5,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,86710143"
6,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,91699672"
7,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,75027537"
8,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,10034561"
9,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,48362541"
10,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,9335494"
11,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,38369989"
12,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,16688895"
13,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,0503335"
14,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,13366318"
15,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,1258955"
16,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,72353601"
17,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,85034156"
18,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,90019155"
19,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,70043039"
20,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,96696568"
21,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,9169147"
22,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,08369017"
23,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,58346677"
24,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,38347769"
25,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,50607347"
26,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,71105933"
27,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"21,11724329"
28,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,71696544"
29,codigo_rua_numero/gist,1,0,pertinencia,ST_coveredby,"20,63374972"
0,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,33462787"
1,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,46787047"
2,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"90,10117626"
3,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,7346859"
4,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"90,30115652"
5,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,80116415"
6,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,9346323"
7,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,36791778"
8,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"90,03459144"
9,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,60126662"
10,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,31787896"
11,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,40125084"
12,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"90,00125694"
13,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,60119057"
14,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"90,60010576"
15,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,38565016"
16,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,35136747"
17,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,17170858"
18,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,91222048"
19,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"88,45293069"
20,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"86,40132642"
21,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,66774893"
22,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,85126877"
23,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,967875"
24,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,28541398"
25,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"87,70043707"
26,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,43453193"
27,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"86,70120144"
28,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,46793985"
29,codigo_rua_numero/gist,1,0,pertinencia,ST_disjoint,"89,50119662"
0,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,93371892"
1,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,61689973"
2,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,43262625"
3,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,85139966"
4,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,4659009"
5,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,10145998"
6,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,76651716"
7,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"24,15823793"
8,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,67606711"
9,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,70047998"
10,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,85032177"
11,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,48359561"
12,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,80036283"
13,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,43350315"
14,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"22,98278952"
15,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,60126019"
16,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,60046339"
17,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,35024476"
18,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,58350229"
19,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,86709023"
20,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,75024843"
21,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,69938278"
22,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"24,00136089"
23,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,71706128"
24,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,20034409"
25,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"24,13850522"
26,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,66208148"
27,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,50031853"
28,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,38373804"
29,codigo_rua_numero/gist,1,0,pertinencia,ST_intersects,"23,41658521"
0,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,34849048"
1,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,01694942"
2,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"20,88377047"
3,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,26693869"
4,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,48656988"
5,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"20,71069121"
6,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,153651"
7,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,50024533"
8,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,68362522"
9,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,38119721"
10,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,38593531"
11,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"20,91620684"
12,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,41774297"
13,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,28381848"
14,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"20,85020566"
15,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,00030112"
16,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"20,81699395"
17,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"20,90017676"
18,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,29929495"
19,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,10094929"
20,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,36733127"
21,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,53369379"
22,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,55035853"
23,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,25026751"
24,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,36699247"
25,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,60021591"
26,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,28364491"
27,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,93360019"
28,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,90022302"
29,codigo_rua_numero/gist,1,0,pertinencia,ST_within,"21,58366847"
0,codigo_rua_numero/spgist,1,0,dist_med_api,0,"24,12957287"
1,codigo_rua_numero/spgist,1,0,dist_med_api,0,"20,98794103"
2,codigo_rua_numero/spgist,1,0,dist_med_api,0,"21,82496381"
3,codigo_rua_numero/spgist,1,0,dist_med_api,0,"20,65424371"
4,codigo_rua_numero/spgist,1,0,dist_med_api,0,"23,56705618"
5,codigo_rua_numero/spgist,1,0,dist_med_api,0,"20,75051975"
6,codigo_rua_numero/spgist,1,0,dist_med_api,0,"25,77258515"
7,codigo_rua_numero/spgist,1,0,dist_med_api,0,"25,30934095"
8,codigo_rua_numero/spgist,1,0,dist_med_api,0,"28,21997094"
9,codigo_rua_numero/spgist,1,0,dist_med_api,0,"28,14748216"
10,codigo_rua_numero/spgist,1,0,dist_med_api,0,"27,60416222"
11,codigo_rua_numero/spgist,1,0,dist_med_api,0,"28,0074122"
12,codigo_rua_numero/spgist,1,0,dist_med_api,0,"29,8551805"
13,codigo_rua_numero/spgist,1,0,dist_med_api,0,"30,25285816"
14,codigo_rua_numero/spgist,1,0,dist_med_api,0,"30,51333165"
15,codigo_rua_numero/spgist,1,0,dist_med_api,0,"29,91305804"
16,codigo_rua_numero/spgist,1,0,dist_med_api,0,"29,04728699"
17,codigo_rua_numero/spgist,1,0,dist_med_api,0,"30,94478512"
18,codigo_rua_numero/spgist,1,0,dist_med_api,0,"33,02903318"
19,codigo_rua_numero/spgist,1,0,dist_med_api,0,"41,83089852"
20,codigo_rua_numero/spgist,1,0,dist_med_api,0,"46,14729881"
21,codigo_rua_numero/spgist,1,0,dist_med_api,0,"35,61611462"
22,codigo_rua_numero/spgist,1,0,dist_med_api,0,"39,40364408"
23,codigo_rua_numero/spgist,1,0,dist_med_api,0,"29,60422873"
24,codigo_rua_numero/spgist,1,0,dist_med_api,0,"29,8863399"
25,codigo_rua_numero/spgist,1,0,dist_med_api,0,"25,85680699"
26,codigo_rua_numero/spgist,1,0,dist_med_api,0,"26,44394946"
27,codigo_rua_numero/spgist,1,0,dist_med_api,0,"27,31406927"
28,codigo_rua_numero/spgist,1,0,dist_med_api,0,"30,55584264"
29,codigo_rua_numero/spgist,1,0,dist_med_api,0,"25,72698808"
0,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"66,16316271"
1,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"74,03430033"
2,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"69,40423203"
3,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"62,51303434"
4,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"57,79059482"
5,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,5051446"
6,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,19832444"
7,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"60,40395284"
8,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"57,12159443"
9,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,84600735"
10,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"57,37448621"
11,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,68301439"
12,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,60159779"
13,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,18735218"
14,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,47777867"
15,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,4117558"
16,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"55,95906687"
17,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"55,91541982"
18,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,36601305"
19,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,65937638"
20,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,58863378"
21,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"55,96142626"
22,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"54,86426115"
23,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"54,24126983"
24,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"54,49184346"
25,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"54,81008339"
26,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"54,94243073"
27,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"57,04054022"
28,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"57,39381289"
29,codigo_rua_numero/spgist,1,0,dist_max_pt_med,0,"56,87763405"
0,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,00066042"
1,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,20672393"
2,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,09360456"
3,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,38270092"
4,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,99639797"
5,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,06956482"
6,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,04716063"
7,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,14208746"
8,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,5041821"
9,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,46476984"
10,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,45684409"
11,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,43901968"
12,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,37504005"
13,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,39307094"
14,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,31688595"
15,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,21876264"
16,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,44846272"
17,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,50981951"
18,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,4777782"
19,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,06924844"
20,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,4689815"
21,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,26858974"
22,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,72259688"
23,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,45208454"
24,codigo_rua_numero/spgist,1,0,dist_max_api,0,"23,4509356"
25,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,53070116"
26,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,13806033"
27,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,33473563"
28,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,42123222"
29,codigo_rua_numero/spgist,1,0,dist_max_api,0,"22,31718946"
0,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,53205228"
1,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,94439745"
2,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,63367176"
3,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,86388826"
4,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,41808486"
5,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,50749445"
6,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,10731626"
7,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,16069174"
8,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"48,87481356"
9,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"48,96571541"
10,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"47,98926115"
11,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"47,90885067"
12,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"48,46475053"
13,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,78912973"
14,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,40672469"
15,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,49832797"
16,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,53267503"
17,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,69434071"
18,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"48,64735532"
19,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,41099572"
20,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"49,29599118"
21,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"50,55298686"
22,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"52,47739482"
23,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"56,47856212"
24,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"52,77724266"
25,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"61,07165861"
26,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"55,61636066"
27,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"54,14433551"
28,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"55,04447556"
29,codigo_rua_numero/spgist,1,0,dist_pt_med,0,"52,38367867"
0,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"24,40529323"
1,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"27,09748125"
2,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"32,23716521"
3,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"26,42245531"
4,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"30,40265083"
5,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"29,1875205"
6,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"29,25515628"
7,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"29,22466445"
8,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"28,4104743"
9,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"27,99747753"
10,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"28,35043335"
11,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"26,79109836"
12,codigo_rua_numero/spgist,1,0,pertinencia,ST_contains,"26,99320197"
